"","Block","RandOrder","Word","TargetValence","PrimeValence","Answer","RandTransp","RT","Correct","Id","Congruence","OMSI","AGE","GENDER","MusExpertise"
"107","MAJ_DIM",16,"morgue","NegWord","PosChord",1,2,582,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"108","MAJ_DIM",11,"death","NegWord","PosChord",1,9,573,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"109","MAJ_DIM",17,"sweet","PosWord","NegChord",2,2,604,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"110","MAJ_DIM",31,"dismal","NegWord","NegChord",1,4,596,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"111","MAJ_DIM",6,"kiss","PosWord","PosChord",2,1,592,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"112","MAJ_DIM",32,"morgue","NegWord","NegChord",1,4,518,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"113","MAJ_DIM",30,"fatal","NegWord","NegChord",1,10,508,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"114","MAJ_DIM",5,"excite","PosWord","PosChord",2,7,416,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"115","MAJ_DIM",7,"comfy","PosWord","PosChord",2,2,489,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"116","MAJ_DIM",14,"fatal","NegWord","PosChord",1,5,522,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"117","MAJ_DIM",20,"cuddle","PosWord","NegChord",2,7,494,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"118","MAJ_DIM",22,"kiss","PosWord","NegChord",2,1,393,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"119","MAJ_DIM",8,"relax","PosWord","PosChord",2,3,446,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Congruent",2,22,1,"Non-musician"
"120","MAJ_DIM",13,"arrest","NegWord","PosChord",1,11,473,1,"concept_priming2.2023-05-11-1637.data.27169569-0a79-4a63-a4b5-097331d022b6.txt","Incongruent",2,22,1,"Non-musician"
"121","MAJ_DIM",18,"lively","PosWord","NegChord",2,4,686,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Incongruent",3,21,1,"Non-musician"
"122","MAJ_DIM",9,"rabid","NegWord","PosChord",1,6,559,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Incongruent",3,21,1,"Non-musician"
"123","MAJ_DIM",31,"dismal","NegWord","NegChord",1,11,542,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
"124","MAJ_DIM",25,"rabid","NegWord","NegChord",1,2,510,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
"125","MAJ_DIM",26,"hijack","NegWord","NegChord",1,7,527,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
"126","MAJ_DIM",22,"kiss","PosWord","NegChord",2,6,576,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Incongruent",3,21,1,"Non-musician"
"127","MAJ_DIM",2,"lively","PosWord","PosChord",2,3,531,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
"128","MAJ_DIM",24,"relax","PosWord","NegChord",2,7,588,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Incongruent",3,21,1,"Non-musician"
"129","MAJ_DIM",32,"morgue","NegWord","NegChord",1,7,565,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
"130","MAJ_DIM",6,"kiss","PosWord","PosChord",2,2,520,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
"131","MAJ_DIM",29,"arrest","NegWord","NegChord",1,5,483,1,"concept_priming2.2023-05-11-1643.data.524699d3-feaf-4ebf-b374-c358153165c4.txt","Congruent",3,21,1,"Non-musician"
